id,date,region,product_id,customer_id,quantity,amount
70,2026-03-06T00:00:00,South,4,303,15,3702.85
71,2026-02-06T00:00:00,North,8,404,15,2964.41
72,2025-05-02T00:00:00,East,19,408,6,1702.01
73,2026-04-02T00:00:00,West,21,499,15,7985.46
74,2026-01-16T00:00:00,East,4,91,11,2484.93
75,2025-04-17T00:00:00,East,11,60,9,2959.14
76,2026-03-05T00:00:00,West,9,219,5,1276.59
77,2026-02-25T00:00:00,North,17,35,6,2566.21
78,2026-03-31T00:00:00,South,4,279,15,3025.3
79,2025-03-23T00:00:00,South,9,81,9,2976.32
80,2026-01-08T00:00:00,West,25,74,12,4160.87
81,2026-03-25T00:00:00,South,21,176,15,6641.61
82,2026-04-17T00:00:00,South,18,344,5,1405.83
83,2025-09-18T00:00:00,South,1,233,18,2084.95
84,2026-04-07T00:00:00,West,8,70,11,2299.82
85,2026-04-26T00:00:00,South,24,330,6,2752.35
86,2026-01-31T00:00:00,East,7,396,15,6341.29
87,2026-04-17T00:00:00,South,23,156,9,3880.04
88,2025-08-24T00:00:00,North,5,74,11,2744.93
89,2026-04-13T00:00:00,East,3,125,13,5200.36
90,2026-03-29T00:00:00,East,2,479,10,2649.05
91,2026-04-09T00:00:00,East,25,496,6,2076.23
92,2026-01-23T00:00:00,South,11,493,5,1688.39
93,2025-12-22T00:00:00,East,8,349,12,2257.02
94,2025-02-16T00:00:00,North,15,220,8,3257.5
95,2025-07-24T00:00:00,North,20,260,15,3614.05
96,2026-03-06T00:00:00,East,4,276,7,1710.05
97,2025-11-10T00:00:00,West,7,99,11,4011.81
98,2026-04-08T00:00:00,South,20,65,6,1473.99
99,2026-04-19T00:00:00,South,3,476,11,4096.67
100,2025-12-27T00:00:00,South,15,393,5,2059.3
101,2026-01-06T00:00:00,West,24,299,9,4340.17
102,2026-04-04T00:00:00,West,11,280,9,2823.09
103,2026-01-02T00:00:00,North,2,221,12,3041.25
104,2025-10-24T00:00:00,East,17,388,12,4296.13
105,2026-01-24T00:00:00,North,5,497,5,1354.51
106,2026-04-22T00:00:00,North,5,286,10,2560.82
107,2025-10-08T00:00:00,West,12,355,14,3001.19
108,2026-01-18T00:00:00,East,20,320,11,2534.93
109,2026-03-15T00:00:00,North,22,245,9,1747.81
110,2026-02-10T00:00:00,North,20,76,14,2591.45
111,2025-06-02T00:00:00,East,22,172,8,1807.34
112,2026-03-04T00:00:00,South,16,375,10,4529.01
113,2025-07-06T00:00:00,North,17,396,7,2979.18
114,2025-11-08T00:00:00,East,6,471,12,3078.24
115,2025-11-01T00:00:00,North,23,48,5,1620.83
116,2026-02-10T00:00:00,West,19,402,9,3165.18
117,2026-03-25T00:00:00,West,24,32,14,5675.1
118,2026-02-15T00:00:00,North,6,72,15,4271.02
119,2025-01-16T00:00:00,East,9,132,9,2861.52
120,2026-03-12T00:00:00,North,10,19,14,4088.02
121,2025-09-29T00:00:00,East,20,443,12,2659.14
122,2025-11-13T00:00:00,West,6,362,7,1747.61
123,2025-09-18T00:00:00,South,6,137,14,4250.83
124,2026-03-08T00:00:00,North,14,385,11,5606.11
125,2026-01-08T00:00:00,East,19,87,14,4651.76
126,2025-01-20T00:00:00,South,9,478,15,4319.26
127,2026-04-15T00:00:00,North,23,9,8,3287.7
128,2026-04-13T00:00:00,East,15,323,8,4066.63
129,2026-02-24T00:00:00,South,18,100,5,1381.06
130,2026-03-12T00:00:00,South,21,457,7,3816.99
131,2026-03-21T00:00:00,East,22,121,15,3017.27
132,2026-02-02T00:00:00,North,3,443,12,4170.66
133,2026-01-16T00:00:00,North,4,320,9,2003.52
134,2025-07-05T00:00:00,East,9,172,11,2890.41
135,2026-01-23T00:00:00,East,7,152,10,3942.6
136,2026-02-26T00:00:00,North,18,347,8,1899.48
137,2025-08-22T00:00:00,South,15,453,8,3631.18
138,2025-08-26T00:00:00,West,13,93,24,1837.19
139,2026-01-02T00:00:00,North,24,463,15,7185.11
140,2026-03-14T00:00:00,North,4,50,8,1667.38
141,2025-08-20T00:00:00,South,6,198,6,1809.75
142,2025-05-19T00:00:00,North,18,486,10,2275.54
143,2025-08-29T00:00:00,South,6,345,5,1343.26
144,2026-02-08T00:00:00,North,2,29,7,1551.47
145,2026-02-14T00:00:00,West,16,168,13,6163.92
146,2026-03-25T00:00:00,East,9,320,5,1470.76
147,2026-01-25T00:00:00,South,6,337,9,2154.13
148,2026-04-17T00:00:00,West,16,358,8,4090.37
149,2025-01-24T00:00:00,West,3,145,10,4287.65
150,2025-11-05T00:00:00,West,8,149,8,1808.17
151,2025-12-22T00:00:00,South,16,315,14,6540.83
152,2026-03-11T00:00:00,East,5,377,10,2283.83
153,2026-02-04T00:00:00,East,17,199,8,3145.62
154,2025-10-12T00:00:00,West,11,75,14,5770.33
155,2026-03-31T00:00:00,East,20,376,14,2900.05
156,2026-01-24T00:00:00,East,10,320,12,3538.86
157,2026-04-16T00:00:00,North,1,357,23,2418.75
158,2026-01-29T00:00:00,West,16,383,10,4219.27
159,2026-02-16T00:00:00,South,9,202,12,3085.41
160,2026-01-06T00:00:00,North,4,76,7,1537.67
161,2025-03-04T00:00:00,North,13,271,20,1807.79
162,2025-05-30T00:00:00,East,8,232,9,1770.31
163,2025-08-19T00:00:00,South,13,148,18,1532.94
164,2026-02-07T00:00:00,East,22,336,12,2417.59
165,2026-02-12T00:00:00,West,20,420,10,2438.53
166,2025-09-10T00:00:00,East,19,479,8,2566.74
167,2026-03-26T00:00:00,South,14,301,5,2152.59
168,2026-01-22T00:00:00,East,14,105,10,4581.57
169,2025-03-12T00:00:00,North,25,62,7,2000.63
170,2025-08-28T00:00:00,North,24,225,13,5359.26
171,2025-03-03T00:00:00,South,23,254,13,4566.92
172,2026-03-20T00:00:00,East,17,218,10,3854.54
173,2026-04-05T00:00:00,South,10,190,7,2311.42
174,2025-10-30T00:00:00,East,18,494,9,2257.13
175,2025-05-30T00:00:00,West,25,268,9,2678.56
176,2025-07-15T00:00:00,North,4,263,14,3629.54
177,2025-01-27T00:00:00,West,17,296,13,5660.05
178,2026-04-20T00:00:00,West,13,92,20,1602.27
179,2025-05-26T00:00:00,East,12,63,12,2819.44
180,2025-03-06T00:00:00,West,12,333,8,1646.09
181,2025-02-28T00:00:00,West,1,146,19,2102.64
182,2026-03-25T00:00:00,North,1,300,24,2664.88
183,2026-02-21T00:00:00,East,23,219,14,5296.89
184,2025-11-30T00:00:00,West,7,368,15,5199.32
185,2026-02-04T00:00:00,South,19,137,13,3664.91
186,2026-04-21T00:00:00,East,19,141,14,4818.19
187,2026-03-11T00:00:00,East,18,4,15,3744.29
188,2025-08-16T00:00:00,East,20,403,15,3358.77
189,2026-01-03T00:00:00,North,19,376,13,4051
190,2026-03-01T00:00:00,West,20,162,6,1074.77
191,2026-01-04T00:00:00,North,15,402,7,3258.23
192,2025-02-16T00:00:00,South,24,191,15,6251.06
193,2026-03-23T00:00:00,South,18,445,10,2396.93
194,2026-03-20T00:00:00,North,25,433,6,1643.56
195,2025-10-20T00:00:00,North,23,374,7,2534.63
196,2026-02-18T00:00:00,West,14,36,11,5682.79
197,2026-02-08T00:00:00,West,7,164,10,3855.28
198,2025-03-21T00:00:00,West,11,261,10,4054.84
199,2026-01-01T00:00:00,South,24,481,15,6214.5
200,2026-03-11T00:00:00,South,22,271,13,2754.93
201,2025-03-01T00:00:00,West,25,344,5,1417.13
202,2025-02-22T00:00:00,West,5,154,15,3881.66
203,2025-05-23T00:00:00,East,19,59,15,4810.73
204,2026-04-14T00:00:00,North,22,428,11,2454.05
205,2026-04-06T00:00:00,East,23,22,8,3156.4
206,2026-02-05T00:00:00,West,23,197,14,5630.32
207,2026-04-10T00:00:00,East,23,73,12,4048.89
208,2025-06-10T00:00:00,South,12,224,13,3339.81
209,2025-10-17T00:00:00,West,3,93,5,2192.06
210,2026-03-01T00:00:00,North,11,400,14,5298.59
211,2025-11-19T00:00:00,West,3,137,8,3037.57
212,2025-12-23T00:00:00,West,5,415,8,2145.11
213,2025-03-12T00:00:00,East,1,393,21,2221.89
214,2026-02-11T00:00:00,North,14,132,7,3226.88
215,2025-10-20T00:00:00,North,5,467,9,2134.82
216,2025-03-16T00:00:00,South,16,37,10,4005.97
217,2025-09-28T00:00:00,East,9,246,10,2603.13
218,2025-07-01T00:00:00,North,12,18,15,3160.23
219,2026-03-02T00:00:00,South,2,132,10,2755.76
220,2026-02-05T00:00:00,East,2,471,5,1158.45
221,2025-04-14T00:00:00,East,22,38,15,3389.62
222,2026-02-08T00:00:00,North,21,150,15,7493.12
223,2025-06-29T00:00:00,East,1,52,20,1936.53
224,2025-03-06T00:00:00,North,12,142,6,1320.41
225,2025-02-06T00:00:00,South,19,17,14,4331.32
226,2026-01-02T00:00:00,East,23,402,9,3394.77
227,2025-11-08T00:00:00,West,6,93,8,1930.51
228,2026-04-01T00:00:00,North,10,365,15,4689.97
229,2026-04-17T00:00:00,West,4,88,9,2055.69
230,2026-02-15T00:00:00,East,20,135,8,1970.77
231,2026-02-11T00:00:00,West,24,181,12,5757.32
232,2025-04-07T00:00:00,East,21,192,6,3138.4
233,2026-01-17T00:00:00,East,25,156,14,4412.45
234,2025-11-16T00:00:00,East,6,154,13,3117.4
235,2025-10-22T00:00:00,North,6,77,7,1776.06
236,2026-01-14T00:00:00,South,14,160,13,6121.51
237,2025-10-26T00:00:00,West,19,280,7,2122.07
238,2026-04-15T00:00:00,South,8,110,15,3480.55
239,2025-03-27T00:00:00,West,1,283,18,1673.98
240,2025-04-02T00:00:00,South,20,377,9,2035.06
241,2026-02-08T00:00:00,West,17,433,12,4246.59
242,2025-12-21T00:00:00,East,20,218,14,3486.16
243,2025-05-10T00:00:00,West,18,434,5,1213.91
244,2026-03-07T00:00:00,East,13,185,25,2190.52
245,2026-04-25T00:00:00,West,6,434,10,2937.32
246,2025-12-11T00:00:00,East,5,392,5,1195.52
247,2025-06-22T00:00:00,West,24,291,5,2162.51
248,2026-02-27T00:00:00,East,20,216,11,2361.12
249,2025-06-18T00:00:00,East,6,58,14,3574.76
250,2026-03-09T00:00:00,East,22,424,8,1640.57
251,2026-04-19T00:00:00,North,11,203,10,3980.91
252,2025-12-20T00:00:00,West,5,155,10,2720.12
253,2025-07-07T00:00:00,East,16,171,15,7357.45
254,2026-03-31T00:00:00,North,7,139,13,4855.23
255,2026-04-25T00:00:00,South,12,54,8,1611.8
256,2026-02-05T00:00:00,East,14,364,15,7413.98
257,2025-04-05T00:00:00,West,20,143,8,1556
258,2025-11-10T00:00:00,West,5,413,10,2552.95
259,2025-10-02T00:00:00,South,18,434,6,1449.65
260,2026-01-10T00:00:00,South,23,269,11,3774.66
261,2025-10-11T00:00:00,South,7,392,7,2974.86
262,2026-03-03T00:00:00,South,14,462,15,7546.12
263,2026-03-12T00:00:00,South,19,143,6,1816.2
264,2025-10-29T00:00:00,North,18,90,12,2723.66
265,2026-02-11T00:00:00,West,12,76,12,2735.3
266,2025-04-20T00:00:00,West,3,196,9,3183.01
267,2026-03-14T00:00:00,East,7,384,5,1997.52
268,2025-03-27T00:00:00,South,19,78,9,2777.46
269,2025-09-02T00:00:00,East,14,87,5,2178.37
270,2026-01-09T00:00:00,West,5,346,10,2666.4
271,2025-04-07T00:00:00,West,20,124,6,1186.6
272,2026-01-22T00:00:00,South,9,180,15,4806.05
273,2025-07-16T00:00:00,East,8,451,11,2461.41
274,2026-04-28T00:00:00,East,20,58,8,1505.94
275,2026-01-21T00:00:00,North,10,134,9,2708.29
276,2026-02-01T00:00:00,West,25,131,7,2041.24
277,2026-01-30T00:00:00,East,10,155,5,1597.54
278,2025-11-11T00:00:00,North,3,463,11,4897.18
279,2025-11-28T00:00:00,West,20,35,9,1800.95
280,2025-12-12T00:00:00,North,2,14,13,3347.93
281,2025-06-06T00:00:00,North,8,453,10,2175.9
282,2025-08-19T00:00:00,South,2,410,14,3253.78
283,2025-11-08T00:00:00,West,5,109,8,1844.88
284,2026-01-24T00:00:00,South,2,278,11,2312.72
285,2026-01-28T00:00:00,South,15,23,14,5794.38
286,2025-12-21T00:00:00,North,19,251,15,4311.52
287,2026-03-04T00:00:00,East,6,336,8,2113.49
288,2026-01-04T00:00:00,East,13,243,23,1730.25
289,2025-11-16T00:00:00,East,9,488,14,4608.22
290,2026-04-13T00:00:00,East,15,341,6,2354.2
291,2026-04-06T00:00:00,West,10,427,8,2723.81
292,2025-12-16T00:00:00,North,7,227,10,4015.88
293,2026-03-19T00:00:00,South,5,409,12,2639.65
294,2025-08-24T00:00:00,West,8,128,8,1395.98
295,2025-05-21T00:00:00,West,19,103,13,4494.22
296,2026-03-27T00:00:00,North,12,459,6,1466.54
297,2025-01-09T00:00:00,East,11,453,14,5816.98
298,2025-02-15T00:00:00,East,5,252,7,1446.63
299,2025-02-23T00:00:00,East,9,463,5,1336.93
300,2026-01-14T00:00:00,West,24,94,6,2378.77
301,2026-02-03T00:00:00,West,9,34,15,4120.78
302,2025-11-12T00:00:00,West,7,137,11,3746.84
303,2025-09-01T00:00:00,West,5,31,10,2408.77
304,2025-05-05T00:00:00,North,4,482,5,1179.1
305,2026-02-04T00:00:00,South,4,223,7,1412.1
306,2026-01-04T00:00:00,East,18,245,13,2913.72
307,2026-01-07T00:00:00,East,4,180,6,1549.51
308,2026-01-09T00:00:00,West,17,26,8,3100.99
309,2026-03-24T00:00:00,East,18,339,6,1402.87
310,2026-04-28T00:00:00,East,7,381,13,4312.75
311,2026-02-15T00:00:00,East,5,209,9,2362.99
312,2026-03-29T00:00:00,West,13,289,24,1675.85
313,2026-01-23T00:00:00,West,1,64,15,1821.82
314,2026-03-11T00:00:00,South,17,291,11,4942.17
315,2026-02-10T00:00:00,North,7,168,7,2418.83
316,2026-02-21T00:00:00,North,18,478,6,1319.31
317,2026-03-01T00:00:00,South,4,301,5,1224.54
318,2025-08-13T00:00:00,West,8,210,6,1317.64
319,2025-02-24T00:00:00,West,14,497,12,5166.13
320,2026-03-20T00:00:00,East,19,4,13,4595.25
321,2026-01-15T00:00:00,North,3,470,10,4067.31
322,2025-01-26T00:00:00,West,15,56,7,2996.26
323,2026-04-05T00:00:00,South,5,6,5,1145.78
324,2026-03-11T00:00:00,North,17,60,11,4637.3
325,2026-03-24T00:00:00,South,19,266,15,4260.55
326,2025-01-30T00:00:00,West,21,146,15,6803.36
327,2025-12-20T00:00:00,South,25,493,12,3920.25
328,2026-03-09T00:00:00,North,16,279,7,3087.33
329,2026-02-13T00:00:00,East,13,55,23,1718.07
330,2026-03-06T00:00:00,South,9,90,5,1574.63
331,2026-02-19T00:00:00,South,14,7,15,6167.42
332,2025-12-11T00:00:00,West,25,485,5,1616.58
333,2026-03-06T00:00:00,North,25,115,14,4148.08
334,2026-02-17T00:00:00,North,23,462,9,2959.16
335,2026-02-18T00:00:00,West,7,168,10,3619.57
336,2025-01-03T00:00:00,North,24,25,8,3877.37
337,2026-01-22T00:00:00,East,17,437,9,3980.11
338,2026-02-04T00:00:00,West,7,320,10,4071.38
339,2026-02-25T00:00:00,East,11,85,13,5181.65
340,2026-01-22T00:00:00,West,12,411,11,2880.9
341,2025-11-28T00:00:00,North,22,272,15,3056.95
342,2025-09-26T00:00:00,East,7,17,8,3141.82
343,2025-10-20T00:00:00,South,8,456,12,2410.28
344,2025-08-16T00:00:00,South,19,253,9,3085.31
345,2026-03-25T00:00:00,West,8,439,10,1679.2
346,2025-09-09T00:00:00,West,18,227,8,2126.39
347,2025-10-07T00:00:00,North,1,279,22,2707.53
348,2026-03-08T00:00:00,East,8,484,12,2180.74
349,2025-02-22T00:00:00,South,18,331,9,2154.29
350,2026-01-03T00:00:00,North,15,234,11,5298.49
351,2025-03-07T00:00:00,East,9,337,11,3047.61
352,2026-04-16T00:00:00,South,20,64,13,3126.7
353,2025-06-04T00:00:00,South,10,477,10,3193.76
354,2025-10-22T00:00:00,North,3,222,6,2186.39
355,2025-07-26T00:00:00,West,11,11,6,2383.73
356,2025-07-03T00:00:00,East,14,497,5,2244.79
357,2025-06-15T00:00:00,South,22,479,8,1598.56
358,2026-03-31T00:00:00,West,19,435,13,3045.86
359,2026-02-19T00:00:00,North,13,470,15,1336.43
360,2026-01-04T00:00:00,East,9,52,11,2856.32
361,2026-02-13T00:00:00,South,14,322,14,5619.73
362,2025-01-05T00:00:00,North,3,124,10,3933.47
363,2026-01-14T00:00:00,North,25,456,15,4028.91
364,2026-02-04T00:00:00,East,19,212,15,4259.54
365,2025-12-11T00:00:00,East,22,241,13,2762.16
366,2026-01-16T00:00:00,South,19,218,15,5222.57
367,2026-03-22T00:00:00,South,21,461,15,7422.26
368,2026-01-29T00:00:00,South,15,476,7,2696.96
369,2025-04-15T00:00:00,North,5,445,6,1503.87
370,2026-04-07T00:00:00,West,5,466,12,2943.41
371,2025-03-15T00:00:00,North,20,329,5,1042.36
372,2025-06-11T00:00:00,South,18,372,5,1204.46
373,2025-02-01T00:00:00,North,4,191,11,2317.34
374,2026-01-18T00:00:00,East,13,447,23,1893.81
375,2026-03-08T00:00:00,South,3,200,9,3579.66
376,2025-04-26T00:00:00,East,14,443,5,2570.65
377,2025-07-15T00:00:00,North,9,332,14,3677.54
378,2026-03-20T00:00:00,West,2,282,14,2469.19
379,2025-07-04T00:00:00,North,18,465,14,3355.53
380,2026-02-28T00:00:00,East,13,471,15,1096.01
381,2025-10-08T00:00:00,North,24,317,5,2495.12
382,2025-06-11T00:00:00,South,3,7,11,3850.94
383,2026-01-08T00:00:00,East,7,450,8,2624.47
384,2025-11-09T00:00:00,South,21,404,11,4638.13
385,2026-04-05T00:00:00,West,9,280,8,2257.79
386,2026-01-19T00:00:00,South,9,136,8,2150.83
387,2026-02-13T00:00:00,East,3,398,11,3999.55
388,2026-03-29T00:00:00,South,14,171,11,5608.52
389,2025-03-17T00:00:00,West,24,497,7,2789.65
390,2026-03-02T00:00:00,North,14,55,7,2740.59
391,2026-01-03T00:00:00,North,17,217,8,3195.31
392,2026-04-11T00:00:00,West,25,85,13,3742.1
393,2026-03-09T00:00:00,North,2,336,9,1967.54
394,2026-03-15T00:00:00,West,17,83,12,3417.4
395,2026-02-07T00:00:00,South,9,313,11,3009.31
396,2025-01-06T00:00:00,North,17,6,6,2524
397,2026-04-12T00:00:00,West,3,396,5,2230.42
398,2025-03-22T00:00:00,South,5,182,9,2078.63
399,2025-09-11T00:00:00,East,13,209,21,1816.31
400,2026-02-25T00:00:00,North,6,478,15,3970.01
401,2026-03-01T00:00:00,South,19,319,9,2472.55
402,2026-01-26T00:00:00,North,12,87,9,1820.28
403,2026-03-19T00:00:00,North,20,162,12,2335.39
404,2026-02-23T00:00:00,South,20,339,14,2803.85
405,2026-04-23T00:00:00,North,10,389,10,3469.66
406,2026-02-02T00:00:00,East,20,169,5,1051.41
407,2025-07-09T00:00:00,East,21,437,11,5646.62
408,2025-03-26T00:00:00,North,20,386,15,3350.5
409,2026-04-15T00:00:00,East,22,301,5,1026.62
410,2026-01-11T00:00:00,East,11,366,13,4660.3
411,2026-01-04T00:00:00,East,23,17,12,4667.07
412,2025-04-14T00:00:00,South,22,377,5,1100.44
413,2026-03-12T00:00:00,South,21,24,6,3012.93
414,2025-02-09T00:00:00,East,3,393,14,5783
415,2025-09-04T00:00:00,East,7,188,15,5963.74
416,2025-08-20T00:00:00,East,22,124,10,1853.26
417,2025-03-13T00:00:00,East,4,380,5,1092.11
418,2026-03-26T00:00:00,North,2,85,5,1270.48
419,2026-02-25T00:00:00,South,2,238,11,2317.48
420,2025-07-28T00:00:00,North,12,494,14,3108.9
421,2025-11-21T00:00:00,East,4,453,9,2055.33
422,2026-04-11T00:00:00,West,9,173,12,3332.75
423,2025-08-21T00:00:00,North,24,239,6,3055.09
424,2025-07-16T00:00:00,North,16,433,14,5888.07
425,2025-09-27T00:00:00,North,2,231,9,2440.26
426,2026-04-27T00:00:00,South,2,72,13,3332.51
427,2025-03-13T00:00:00,West,11,224,13,4473.97
428,2026-03-09T00:00:00,North,3,144,8,3449.28
429,2026-01-08T00:00:00,West,18,350,10,2330.14
430,2026-03-19T00:00:00,North,8,96,6,1134.41
431,2026-02-09T00:00:00,West,10,12,9,2689.29
432,2025-08-13T00:00:00,East,8,245,6,1188.48
433,2026-04-12T00:00:00,East,16,69,7,3019.79
434,2026-01-02T00:00:00,South,25,316,13,3951.95
435,2025-02-04T00:00:00,East,13,8,25,2008.51
436,2026-02-20T00:00:00,South,19,385,8,2460.32
437,2025-07-29T00:00:00,West,1,488,20,2284.02
438,2025-01-14T00:00:00,West,24,470,10,4019.34
439,2026-01-30T00:00:00,North,10,468,13,3546.26
440,2026-01-01T00:00:00,East,8,11,5,1139.35
441,2025-05-09T00:00:00,South,19,325,7,2379.23
442,2026-02-24T00:00:00,South,6,380,12,3032.49
443,2026-01-24T00:00:00,East,15,199,12,5027.67
444,2025-01-06T00:00:00,West,14,136,7,2766.3
445,2026-03-30T00:00:00,North,8,418,5,1080.31
446,2026-01-13T00:00:00,East,10,429,7,2130.48
447,2025-10-13T00:00:00,West,5,259,6,1470.82
448,2025-04-04T00:00:00,West,7,423,10,3364.75
449,2026-04-21T00:00:00,East,5,420,11,2934.2
450,2026-03-06T00:00:00,East,3,178,14,5452.37
451,2026-03-26T00:00:00,South,21,370,12,6418.9
452,2026-01-31T00:00:00,North,5,353,7,1898.14
453,2025-05-15T00:00:00,North,25,384,13,4464.58
454,2025-04-10T00:00:00,North,5,470,5,1263.22
455,2025-08-22T00:00:00,North,5,249,9,2101.92
456,2025-10-28T00:00:00,South,9,290,15,4336.29
457,2025-12-16T00:00:00,South,8,417,10,2172.3
458,2025-09-19T00:00:00,South,1,117,18,2208.93
459,2026-01-04T00:00:00,West,13,407,23,1647.74
460,2025-04-02T00:00:00,West,8,489,8,1824.87
461,2026-02-26T00:00:00,West,7,203,5,2058.74
462,2025-08-19T00:00:00,East,25,29,12,4074.48
463,2026-04-28T00:00:00,East,16,258,6,2404.17
464,2025-12-04T00:00:00,West,6,481,12,3047.84
465,2026-04-29T00:00:00,South,24,375,7,3051.18
466,2025-03-31T00:00:00,West,2,16,15,3625.19
467,2025-09-15T00:00:00,North,10,462,6,1621.34
468,2026-02-03T00:00:00,East,12,329,13,2669.12
469,2025-07-06T00:00:00,South,23,294,5,1828.47
470,2026-04-15T00:00:00,West,19,300,10,3059.67
471,2026-03-08T00:00:00,North,7,323,6,2315.24
472,2025-02-03T00:00:00,South,16,194,10,4042.26
473,2026-04-07T00:00:00,North,7,148,11,4239.22
474,2026-03-04T00:00:00,North,10,389,14,4368.74
475,2026-02-17T00:00:00,West,25,498,8,2257.02
476,2026-04-17T00:00:00,West,21,324,14,7098.69
477,2026-01-31T00:00:00,West,15,153,6,2345.99
478,2026-01-17T00:00:00,South,6,364,13,3120.49
479,2025-10-22T00:00:00,South,12,291,7,1507.75
480,2026-01-07T00:00:00,North,18,338,7,1744.02
481,2026-03-06T00:00:00,North,6,311,14,3169.25
482,2026-02-21T00:00:00,West,17,107,14,5326.24
483,2026-03-01T00:00:00,East,3,322,11,4218.68
484,2026-02-07T00:00:00,West,1,187,18,1859.73
485,2025-04-27T00:00:00,North,25,405,13,3440.28
486,2025-10-22T00:00:00,South,8,284,11,2394.62
487,2026-02-09T00:00:00,South,10,71,11,3443.71
488,2025-02-18T00:00:00,West,3,495,7,2461.15
489,2026-03-30T00:00:00,South,24,82,7,3357.14
490,2025-03-21T00:00:00,South,4,462,6,1532.98
491,2026-03-16T00:00:00,South,12,235,13,3330.82
492,2026-01-08T00:00:00,South,6,188,10,2665.64
493,2026-01-13T00:00:00,East,22,323,10,1992.92
494,2026-02-02T00:00:00,South,19,97,12,4277.91
495,2025-04-16T00:00:00,North,21,238,6,2513.64
496,2025-04-29T00:00:00,West,6,51,5,1509.84
497,2025-12-08T00:00:00,East,15,209,14,5917.54
498,2025-08-04T00:00:00,West,24,292,9,4523.68
